partition_row_number,customer_id,customer_status,churn_category,churn_reason
2723,1867-TJHTS,Stayed,"Not Applicable",N/A
2724,0234-TEVTT,Stayed,"Not Applicable",N/A
2725,1872-EBWSC,Stayed,"Not Applicable",N/A
2726,0237-YFUTL,Stayed,"Not Applicable",N/A
2727,1877-HKBQX,Stayed,"Not Applicable",N/A
2728,0238-WHBIQ,Stayed,"Not Applicable",N/A
2729,1891-QRQSA,Stayed,"Not Applicable",N/A
2730,0239-OXEXL,Stayed,"Not Applicable",N/A
2731,0244-LGNFY,Stayed,"Not Applicable",N/A
2732,0248-PGHBZ,Stayed,"Not Applicable",N/A
2733,1897-OKVMW,Stayed,"Not Applicable",N/A
2734,1897-RCFUM,Stayed,"Not Applicable",N/A
2735,1898-JSNDC,Stayed,"Not Applicable",N/A
2736,0253-ZTEOB,Stayed,"Not Applicable",N/A
2737,0254-FNMCI,Stayed,"Not Applicable",N/A
2738,1904-WAJAA,Stayed,"Not Applicable",N/A
2739,0254-KCJGT,Stayed,"Not Applicable",N/A
2740,0254-WWRKD,Stayed,"Not Applicable",N/A
2741,1907-YLNYW,Stayed,"Not Applicable",N/A
2742,1910-FMXJM,Stayed,"Not Applicable",N/A
2743,0257-KXZGU,Stayed,"Not Applicable",N/A
2744,1915-OAKWD,Stayed,"Not Applicable",N/A
2745,0263-FJTQO,Stayed,"Not Applicable",N/A
2746,1919-RTPQD,Stayed,"Not Applicable",N/A
2747,1921-KYSAY,Stayed,"Not Applicable",N/A
2748,1925-GMVBW,Stayed,"Not Applicable",N/A
2749,1925-LFCZZ,Stayed,"Not Applicable",N/A
2750,0264-CNITK,Stayed,"Not Applicable",N/A
2751,1926-QUZNN,Stayed,"Not Applicable",N/A
2752,1927-QEWMY,Stayed,"Not Applicable",N/A
2753,0265-PSUAE,Stayed,"Not Applicable",N/A
2754,1929-ZCBHE,Stayed,"Not Applicable",N/A
2755,1930-BZLHI,Stayed,"Not Applicable",N/A
2756,1930-QPBVZ,Stayed,"Not Applicable",N/A
2757,1930-WNXSB,Stayed,"Not Applicable",N/A
2758,1932-UEDCX,Stayed,"Not Applicable",N/A
2759,1934-MKPXS,Stayed,"Not Applicable",N/A
2760,0266-CLZKZ,Stayed,"Not Applicable",N/A
2761,1935-IMVBB,Stayed,"Not Applicable",N/A
2762,1936-CZAKF,Stayed,"Not Applicable",N/A
2763,1936-UAFEH,Stayed,"Not Applicable",N/A
2764,1937-OTUKY,Stayed,"Not Applicable",N/A
2765,0266-GMEAO,Stayed,"Not Applicable",N/A
2766,0269-XFESX,Stayed,"Not Applicable",N/A
2767,1945-XISKS,Stayed,"Not Applicable",N/A
2768,1950-KSVVJ,Stayed,"Not Applicable",N/A
2769,1951-IEYXM,Stayed,"Not Applicable",N/A
2770,1952-DVVSW,Stayed,"Not Applicable",N/A
2771,1955-IBMMB,Stayed,"Not Applicable",N/A
2772,1956-YIFGE,Stayed,"Not Applicable",N/A
2773,1958-RNRKS,Stayed,"Not Applicable",N/A
2774,1960-UOTYM,Stayed,"Not Applicable",N/A
2775,1960-UYCNN,Stayed,"Not Applicable",N/A
2776,0270-THENM,Stayed,"Not Applicable",N/A
2777,0274-JKUJR,Stayed,"Not Applicable",N/A
2778,1964-SVLEA,Stayed,"Not Applicable",N/A
2779,0277-BKSQP,Stayed,"Not Applicable",N/A
2780,0277-ORXQS,Stayed,"Not Applicable",N/A
2781,1970-KKFWL,Stayed,"Not Applicable",N/A
2782,1971-DTCZB,Stayed,"Not Applicable",N/A
2783,1972-XMUWV,Stayed,"Not Applicable",N/A
2784,1976-AZZPJ,Stayed,"Not Applicable",N/A
2785,0281-CNTZX,Stayed,"Not Applicable",N/A
2786,0282-NVSJS,Stayed,"Not Applicable",N/A
2787,0285-INHLN,Stayed,"Not Applicable",N/A
2788,0289-IVARM,Stayed,"Not Applicable",N/A
2789,1982-FEBTD,Stayed,"Not Applicable",N/A
2790,0292-WEGCH,Stayed,"Not Applicable",N/A
2791,1984-GPTEH,Stayed,"Not Applicable",N/A
2792,1985-MBRYP,Stayed,"Not Applicable",N/A
2793,1986-PHGZF,Stayed,"Not Applicable",N/A
2794,1987-AUELQ,Stayed,"Not Applicable",N/A
2795,0295-QVKPB,Stayed,"Not Applicable",N/A
2796,1991-VOPLL,Stayed,"Not Applicable",N/A
2797,1996-DBMUS,Stayed,"Not Applicable",N/A
2798,1998-VHJHK,Stayed,"Not Applicable",N/A
2799,2000-DHJUY,Stayed,"Not Applicable",N/A
2800,2000-MPKCA,Stayed,"Not Applicable",N/A
2801,2001-EWBQU,Stayed,"Not Applicable",N/A
2802,2001-MCUUW,Stayed,"Not Applicable",N/A
2803,0297-RBCSG,Stayed,"Not Applicable",N/A
2804,0298-XACET,Stayed,"Not Applicable",N/A
2805,0301-FIDRB,Stayed,"Not Applicable",N/A
2806,2005-DWQZJ,Stayed,"Not Applicable",N/A
2807,2007-QVGAW,Stayed,"Not Applicable",N/A
2808,0301-KOBTQ,Stayed,"Not Applicable",N/A
2809,0303-UNCIP,Stayed,"Not Applicable",N/A
2810,0303-WMMRN,Stayed,"Not Applicable",N/A
2811,2014-MKGMH,Stayed,"Not Applicable",N/A
2812,2017-CCBLH,Stayed,"Not Applicable",N/A
2813,2018-PZKMU,Stayed,"Not Applicable",N/A
2814,0305-SQECB,Stayed,"Not Applicable",N/A
2815,2019-HDCZY,Stayed,"Not Applicable",N/A
2816,2023-VQFDL,Stayed,"Not Applicable",N/A
2817,0307-BCOPK,Stayed,"Not Applicable",N/A
2818,0308-GIQJT,Stayed,"Not Applicable",N/A
2819,0308-IVGOK,Stayed,"Not Applicable",N/A
2820,2027-CWDNU,Stayed,"Not Applicable",N/A
2821,2027-DNKIV,Stayed,"Not Applicable",N/A
2822,0310-SUCIN,Stayed,"Not Applicable",N/A
2823,0310-VQXAM,Stayed,"Not Applicable",N/A
2824,2027-WKXMW,Stayed,"Not Applicable",N/A
2825,2030-BTZRO,Stayed,"Not Applicable",N/A
2826,0311-QYWSS,Stayed,"Not Applicable",N/A
2827,0314-TKOSI,Stayed,"Not Applicable",N/A
2828,0315-LVCRK,Stayed,"Not Applicable",N/A
2829,0318-ZOPWS,Stayed,"Not Applicable",N/A
2830,2038-LLMLM,Stayed,"Not Applicable",N/A
2831,2038-OEQZH,Stayed,"Not Applicable",N/A
2832,2038-YSEZE,Stayed,"Not Applicable",N/A
2833,2039-JONDJ,Stayed,"Not Applicable",N/A
2834,2040-LDIWQ,Stayed,"Not Applicable",N/A
2835,2040-OBMLJ,Stayed,"Not Applicable",N/A
2836,2040-VZIKE,Stayed,"Not Applicable",N/A
2837,2040-XBAVJ,Stayed,"Not Applicable",N/A
2838,2041-JIJCI,Stayed,"Not Applicable",N/A
2839,0320-DWVTU,Stayed,"Not Applicable",N/A
2840,2045-BMBTJ,Stayed,"Not Applicable",N/A
2841,0326-VDYXE,Stayed,"Not Applicable",N/A
2842,2050-ONYDQ,Stayed,"Not Applicable",N/A
2843,2054-PJOCK,Stayed,"Not Applicable",N/A
2844,2055-BFOCC,Stayed,"Not Applicable",N/A
2845,0327-WFZSY,Stayed,"Not Applicable",N/A
2846,2055-SIFSS,Stayed,"Not Applicable",N/A
2847,2056-EVGZL,Stayed,"Not Applicable",N/A
2848,2057-BOYKM,Stayed,"Not Applicable",N/A
2849,0330-BGYZE,Stayed,"Not Applicable",N/A
2850,0334-ZFJSR,Stayed,"Not Applicable",N/A
2851,2061-VVFST,Stayed,"Not Applicable",N/A
2852,2065-MMKGR,Stayed,"Not Applicable",N/A
2853,2067-QYTCF,Stayed,"Not Applicable",N/A
2854,2068-WWXQZ,Stayed,"Not Applicable",N/A
2855,0336-KXKFK,Stayed,"Not Applicable",N/A
2856,2070-XYMFH,Stayed,"Not Applicable",N/A
2857,2072-ZVJJX,Stayed,"Not Applicable",N/A
2858,2073-QBVBI,Stayed,"Not Applicable",N/A
2859,0336-PIKEI,Stayed,"Not Applicable",N/A
2860,2074-GUHPQ,Stayed,"Not Applicable",N/A
2861,2075-PUEPR,Stayed,"Not Applicable",N/A
2862,2075-RMJIK,Stayed,"Not Applicable",N/A
2863,2077-DDHJK,Stayed,"Not Applicable",N/A
2864,2077-MPJQO,Stayed,"Not Applicable",N/A
2865,0343-QLUZP,Stayed,"Not Applicable",N/A
2866,2080-CAZNM,Stayed,"Not Applicable",N/A
2867,0345-XMMUG,Stayed,"Not Applicable",N/A
2868,0347-UBKUZ,Stayed,"Not Applicable",N/A
2869,0354-VXMJC,Stayed,"Not Applicable",N/A
2870,0356-ERHVT,Stayed,"Not Applicable",N/A
2871,0356-OBMAC,Stayed,"Not Applicable",N/A
2872,0357-NVCRI,Stayed,"Not Applicable",N/A
2873,2085-BOJKI,Stayed,"Not Applicable",N/A
2874,2085-JVGAD,Stayed,"Not Applicable",N/A
2875,2087-QAREY,Stayed,"Not Applicable",N/A
2876,2088-IEBAU,Stayed,"Not Applicable",N/A
2877,2091-GPPIQ,Stayed,"Not Applicable",N/A
2878,0361-HJRDX,Stayed,"Not Applicable",N/A
2879,0362-RAOQO,Stayed,"Not Applicable",N/A
2880,2096-XOTMO,Stayed,"Not Applicable",N/A
2881,2097-YVPKN,Stayed,"Not Applicable",N/A
2882,0363-SVHYR,Stayed,"Not Applicable",N/A
2883,2101-RANCD,Stayed,"Not Applicable",N/A
2884,0365-BZUWY,Stayed,"Not Applicable",N/A
2885,2105-PHWON,Stayed,"Not Applicable",N/A
2886,2107-FBPTK,Stayed,"Not Applicable",N/A
2887,2108-GLPQB,Stayed,"Not Applicable",N/A
2888,0365-GXEZS,Stayed,"Not Applicable",N/A
2889,0365-TRTPY,Stayed,"Not Applicable",N/A
2890,0369-ZGOVK,Stayed,"Not Applicable",N/A
2891,0373-AIVNJ,Stayed,"Not Applicable",N/A
2892,0374-FIUCA,Stayed,"Not Applicable",N/A
2893,2120-SMPEX,Stayed,"Not Applicable",N/A
2894,2121-JAFOM,Stayed,"Not Applicable",N/A
2895,2122-SZZZD,Stayed,"Not Applicable",N/A
2896,2122-YWVYA,Stayed,"Not Applicable",N/A
2897,2123-AGEEN,Stayed,"Not Applicable",N/A
2898,2123-VSCOT,Stayed,"Not Applicable",N/A
2899,2126-GSEGL,Stayed,"Not Applicable",N/A
2900,2129-ALKBS,Stayed,"Not Applicable",N/A
2901,2133-TSRRM,Stayed,"Not Applicable",N/A
2902,2135-DQWAQ,Stayed,"Not Applicable",N/A
2903,0376-OIWME,Stayed,"Not Applicable",N/A
2904,2137-DQMEV,Stayed,"Not Applicable",N/A
2905,2138-VFAPZ,Stayed,"Not Applicable",N/A
2906,2139-FQHLM,Stayed,"Not Applicable",N/A
2907,0377-JBKKT,Stayed,"Not Applicable",N/A
2908,2143-LJULT,Stayed,"Not Applicable",N/A
2909,2144-BFDSO,Stayed,"Not Applicable",N/A
2910,2144-ESWKO,Stayed,"Not Applicable",N/A
2911,2146-EGVDT,Stayed,"Not Applicable",N/A
2912,2150-OEGBV,Stayed,"Not Applicable",N/A
2913,0378-CJKPV,Stayed,"Not Applicable",N/A
2914,2150-WLKUW,Stayed,"Not Applicable",N/A
2915,0379-DJQHR,Stayed,"Not Applicable",N/A
2916,0380-NEAVX,Stayed,"Not Applicable",N/A
2917,2155-AMQRX,Stayed,"Not Applicable",N/A
2918,0380-ZCSBI,Stayed,"Not Applicable",N/A
2919,2159-TURXX,Stayed,"Not Applicable",N/A
2920,2160-GPFXD,Stayed,"Not Applicable",N/A
2921,2162-FRZAA,Stayed,"Not Applicable",N/A
2922,2164-SOQXL,Stayed,"Not Applicable",N/A
2923,0383-CLDDA,Stayed,"Not Applicable",N/A
2924,2167-FQSTQ,Stayed,"Not Applicable",N/A
2925,2169-RRLFW,Stayed,"Not Applicable",N/A
2926,2171-UDMFD,Stayed,"Not Applicable",N/A
2927,2172-EJXVF,Stayed,"Not Applicable",N/A
2928,2176-LVPNX,Stayed,"Not Applicable",N/A
2929,2176-OSJUV,Stayed,"Not Applicable",N/A
2930,2178-PMGCJ,Stayed,"Not Applicable",N/A
2931,0384-LPITE,Stayed,"Not Applicable",N/A
2932,2181-TIDSV,Stayed,"Not Applicable",N/A
2933,0384-RVBPI,Stayed,"Not Applicable",N/A
2934,2186-QZEYA,Stayed,"Not Applicable",N/A
2935,0386-CWRGM,Stayed,"Not Applicable",N/A
2936,2187-PKZAY,Stayed,"Not Applicable",N/A
2937,2188-SXWVT,Stayed,"Not Applicable",N/A
2938,0392-BZIUW,Stayed,"Not Applicable",N/A
2939,0394-YONDK,Stayed,"Not Applicable",N/A
2940,2190-BCXEC,Stayed,"Not Applicable",N/A
2941,2190-PHBHR,Stayed,"Not Applicable",N/A
2942,2192-CKRLV,Stayed,"Not Applicable",N/A
2943,2192-OZITF,Stayed,"Not Applicable",N/A
2944,2193-SFWQW,Stayed,"Not Applicable",N/A
2945,2194-IIQOF,Stayed,"Not Applicable",N/A
2946,2195-VVRJF,Stayed,"Not Applicable",N/A
2947,0396-UKGAI,Stayed,"Not Applicable",N/A
2948,2197-OMWGI,Stayed,"Not Applicable",N/A
2949,2200-DSAAL,Stayed,"Not Applicable",N/A
2950,0396-YCHWO,Stayed,"Not Applicable",N/A
2951,2202-OUTMO,Stayed,"Not Applicable",N/A
2952,2203-GHNWN,Stayed,"Not Applicable",N/A
2953,2205-LPVGL,Stayed,"Not Applicable",N/A
2954,0397-ZXWQF,Stayed,"Not Applicable",N/A
2955,0401-WDBXM,Stayed,"Not Applicable",N/A
2956,0402-OAMEN,Stayed,"Not Applicable",N/A
2957,2207-QPJED,Stayed,"Not Applicable",N/A
2958,2207-RYYRL,Stayed,"Not Applicable",N/A
2959,2208-MPXIO,Stayed,"Not Applicable",N/A
2960,2208-NKVVH,Stayed,"Not Applicable",N/A
2961,2208-NQBCT,Stayed,"Not Applicable",N/A
2962,2208-UGTGR,Stayed,"Not Applicable",N/A
2963,0404-AHASP,Stayed,"Not Applicable",N/A
2964,2211-RMNHO,Stayed,"Not Applicable",N/A
2965,2212-LYASK,Stayed,"Not Applicable",N/A
2966,2215-ZAFGX,Stayed,"Not Applicable",N/A
2967,0409-WTMPL,Stayed,"Not Applicable",N/A
2968,0410-IPFTY,Stayed,"Not Applicable",N/A
2969,2223-GDSHL,Stayed,"Not Applicable",N/A
2970,0412-UCCNP,Stayed,"Not Applicable",N/A
2971,0419-YAAPX,Stayed,"Not Applicable",N/A
2972,2226-ICFDO,Stayed,"Not Applicable",N/A
2973,2227-JRSJX,Stayed,"Not Applicable",N/A
2974,2228-BZDEE,Stayed,"Not Applicable",N/A
2975,2229-DPMBI,Stayed,"Not Applicable",N/A
2976,2229-VWQJH,Stayed,"Not Applicable",N/A
2977,2230-XTUWL,Stayed,"Not Applicable",N/A
2978,0420-HLGXF,Stayed,"Not Applicable",N/A
2979,2233-FAGXV,Stayed,"Not Applicable",N/A
2980,2233-TXSIU,Stayed,"Not Applicable",N/A
2981,2234-EOFPT,Stayed,"Not Applicable",N/A
2982,2234-XADUH,Stayed,"Not Applicable",N/A
2983,2235-DWLJU,Stayed,"Not Applicable",N/A
2984,2235-EZAIK,Stayed,"Not Applicable",N/A
2985,0420-TXVSG,Stayed,"Not Applicable",N/A
2986,2236-HILPA,Stayed,"Not Applicable",N/A
2987,0422-OHQHQ,Stayed,"Not Applicable",N/A
2988,0422-UXFAP,Stayed,"Not Applicable",N/A
2989,2239-CGBUZ,Stayed,"Not Applicable",N/A
2990,0423-UDIJQ,Stayed,"Not Applicable",N/A
2991,2240-HSJQD,Stayed,"Not Applicable",N/A
2992,2242-MFOTG,Stayed,"Not Applicable",N/A
2993,2243-FNMMI,Stayed,"Not Applicable",N/A
2994,2245-ADZFJ,Stayed,"Not Applicable",N/A
2995,0428-AXXLJ,Stayed,"Not Applicable",N/A
2996,2250-IVBWA,Stayed,"Not Applicable",N/A
2997,2251-PYLPB,Stayed,"Not Applicable",N/A
2998,2252-ISRNH,Stayed,"Not Applicable",N/A
2999,2252-JHJGE,Stayed,"Not Applicable",N/A
3000,2252-NKNSI,Stayed,"Not Applicable",N/A
3001,2253-KPMNB,Stayed,"Not Applicable",N/A
3002,0428-IKYCP,Stayed,"Not Applicable",N/A
3003,2256-YLYLP,Stayed,"Not Applicable",N/A
3004,2257-BOVXD,Stayed,"Not Applicable",N/A
3005,2259-OUUSZ,Stayed,"Not Applicable",N/A
3006,0430-IHCDJ,Stayed,"Not Applicable",N/A
3007,0434-CSFON,Stayed,"Not Applicable",N/A
3008,2263-SFSQZ,Stayed,"Not Applicable",N/A
3009,0436-TWFFZ,Stayed,"Not Applicable",N/A
3010,2266-FUBDZ,Stayed,"Not Applicable",N/A
3011,2266-SJNAT,Stayed,"Not Applicable",N/A
3012,2267-FPIMA,Stayed,"Not Applicable",N/A
3013,2267-WTPYD,Stayed,"Not Applicable",N/A
3014,2270-CHBFN,Stayed,"Not Applicable",N/A
3015,2272-JKMSI,Stayed,"Not Applicable",N/A
3016,0439-IFYUN,Stayed,"Not Applicable",N/A
3017,2272-UOINI,Stayed,"Not Applicable",N/A
3018,2272-WUSPA,Stayed,"Not Applicable",N/A
3019,0440-EKDCF,Stayed,"Not Applicable",N/A
3020,2274-XUATA,Stayed,"Not Applicable",N/A
3021,0440-MOGPM,Stayed,"Not Applicable",N/A
3022,0440-QEXBZ,Stayed,"Not Applicable",N/A
3023,2277-AXSDC,Stayed,"Not Applicable",N/A
3024,2277-BKJKN,Stayed,"Not Applicable",N/A
3025,2277-DJJDL,Stayed,"Not Applicable",N/A
3026,2277-VWCNI,Stayed,"Not Applicable",N/A
3027,2279-AXJJK,Stayed,"Not Applicable",N/A
3028,2282-YGNOR,Stayed,"Not Applicable",N/A
3029,2284-VFLKH,Stayed,"Not Applicable",N/A
3030,2292-XQWSV,Stayed,"Not Applicable",N/A
3031,2293-IJWPS,Stayed,"Not Applicable",N/A
3032,2294-DMMUS,Stayed,"Not Applicable",N/A
3033,2294-SALNE,Stayed,"Not Applicable",N/A
3034,2296-DKZFP,Stayed,"Not Applicable",N/A
3035,2300-RQGOI,Stayed,"Not Applicable",N/A
3036,0440-UEDAI,Stayed,"Not Applicable",N/A
3037,2302-OUZXB,Stayed,"Not Applicable",N/A
3038,0442-TDYUO,Stayed,"Not Applicable",N/A
3039,2305-MRGLV,Stayed,"Not Applicable",N/A
3040,2307-FYNNL,Stayed,"Not Applicable",N/A
3041,0442-ZXKVS,Stayed,"Not Applicable",N/A
3042,0447-RXSGD,Stayed,"Not Applicable",N/A
3043,0454-OKRCT,Stayed,"Not Applicable",N/A
3044,2314-TNDJQ,Stayed,"Not Applicable",N/A
3045,2316-ESMLS,Stayed,"Not Applicable",N/A
3046,0455-ENTCR,Stayed,"Not Applicable",N/A
3047,2320-SLKMB,Stayed,"Not Applicable",N/A
3048,2320-TZRRH,Stayed,"Not Applicable",N/A
3049,2320-YKQBO,Stayed,"Not Applicable",N/A
3050,0458-HEUZG,Stayed,"Not Applicable",N/A
3051,2322-VCZHZ,Stayed,"Not Applicable",N/A
3052,2323-ARSVR,Stayed,"Not Applicable",N/A
3053,2324-AALNO,Stayed,"Not Applicable",N/A
3054,2324-EFHVG,Stayed,"Not Applicable",N/A
3055,0459-SPZHJ,Stayed,"Not Applicable",N/A
3056,2325-WINES,Stayed,"Not Applicable",N/A
3057,0463-TXOAK,Stayed,"Not Applicable",N/A
3058,2330-PQGDQ,Stayed,"Not Applicable",N/A
3059,0463-ZSDNT,Stayed,"Not Applicable",N/A
3060,2332-TODQS,Stayed,"Not Applicable",N/A
3061,2333-KWEWW,Stayed,"Not Applicable",N/A
3062,2335-GSODA,Stayed,"Not Applicable",N/A
3063,2338-BQEZT,Stayed,"Not Applicable",N/A
3064,0464-WJTKO,Stayed,"Not Applicable",N/A
3065,0468-YRPXN,Stayed,"Not Applicable",N/A
3066,2346-CZYIL,Stayed,"Not Applicable",N/A
3067,2346-DJQTB,Stayed,"Not Applicable",N/A
3068,2346-LOCWC,Stayed,"Not Applicable",N/A
3069,2347-WKKAE,Stayed,"Not Applicable",N/A
3070,2348-KCJLT,Stayed,"Not Applicable",N/A
3071,2351-BKRZW,Stayed,"Not Applicable",N/A
3072,2351-RRBUE,Stayed,"Not Applicable",N/A
3073,0471-ARVMX,Stayed,"Not Applicable",N/A
3074,2359-KLTEK,Stayed,"Not Applicable",N/A
3075,0479-HMSWA,Stayed,"Not Applicable",N/A
3076,0480-BIXDE,Stayed,"Not Applicable",N/A
3077,2360-RDGRO,Stayed,"Not Applicable",N/A
3078,2361-FJWNO,Stayed,"Not Applicable",N/A
3079,2361-UPSND,Stayed,"Not Applicable",N/A
3080,0480-KYJVA,Stayed,"Not Applicable",N/A
3081,2363-BJLSL,Stayed,"Not Applicable",N/A
3082,2364-UFROM,Stayed,"Not Applicable",N/A
3083,2368-GAKKQ,Stayed,"Not Applicable",N/A
3084,0481-SUMCB,Stayed,"Not Applicable",N/A
3085,0484-FFVBJ,Stayed,"Not Applicable",N/A
3086,2371-JQHZZ,Stayed,"Not Applicable",N/A
3087,2371-JUNGC,Stayed,"Not Applicable",N/A
3088,2371-KFUOG,Stayed,"Not Applicable",N/A
3089,0484-JPBRU,Stayed,"Not Applicable",N/A
3090,2373-NTKOD,Stayed,"Not Applicable",N/A
3091,2378-HTWFW,Stayed,"Not Applicable",N/A
3092,2378-VTKDH,Stayed,"Not Applicable",N/A
3093,2378-YIZKA,Stayed,"Not Applicable",N/A
3094,0485-ZBSLN,Stayed,"Not Applicable",N/A
3095,2379-GYFLQ,Stayed,"Not Applicable",N/A
3096,2380-DAMQP,Stayed,"Not Applicable",N/A
3097,0486-LGCCH,Stayed,"Not Applicable",N/A
3098,2384-OVPSA,Stayed,"Not Applicable",N/A
3099,0487-CRLZF,Stayed,"Not Applicable",N/A
3100,2386-OWURY,Stayed,"Not Applicable",N/A
3101,2387-KDZQY,Stayed,"Not Applicable",N/A
3102,2388-LAESQ,Stayed,"Not Applicable",N/A
3103,2391-IPLOP,Stayed,"Not Applicable",N/A
3104,0487-RPVUM,Stayed,"Not Applicable",N/A
3105,0487-VVUVK,Stayed,"Not Applicable",N/A
3106,0489-WMEMG,Stayed,"Not Applicable",N/A
3107,0491-KAPQG,Stayed,"Not Applicable",N/A
3108,2400-FEQME,Stayed,"Not Applicable",N/A
3109,2400-XIWIO,Stayed,"Not Applicable",N/A
3110,2402-TAIRZ,Stayed,"Not Applicable",N/A
3111,0496-AHOOK,Stayed,"Not Applicable",N/A
3112,2404-JIBFC,Stayed,"Not Applicable",N/A
3113,2405-LBMUW,Stayed,"Not Applicable",N/A
3114,2408-PSJVE,Stayed,"Not Applicable",N/A
3115,0505-SPOOW,Stayed,"Not Applicable",N/A
3116,0506-YLVKJ,Stayed,"Not Applicable",N/A
3117,0508-SQWPL,Stayed,"Not Applicable",N/A
3118,2418-TPEUN,Stayed,"Not Applicable",N/A
3119,2419-FSORS,Stayed,"Not Applicable",N/A
3120,0512-FLFDW,Stayed,"Not Applicable",N/A
3121,2428-HYUNX,Stayed,"Not Applicable",N/A
3122,2428-ZMCTB,Stayed,"Not Applicable",N/A
3123,2429-AYKKO,Stayed,"Not Applicable",N/A
3124,2430-RRYUW,Stayed,"Not Applicable",N/A
3125,0513-RBGPE,Stayed,"Not Applicable",N/A
3126,2432-TFSMK,Stayed,"Not Applicable",N/A
3127,0516-OOHAR,Stayed,"Not Applicable",N/A
3128,2434-EEVDB,Stayed,"Not Applicable",N/A
3129,2436-QBZFP,Stayed,"Not Applicable",N/A
3130,2439-LYPMQ,Stayed,"Not Applicable",N/A
3131,2439-QKJUL,Stayed,"Not Applicable",N/A
3132,0516-QREYC,Stayed,"Not Applicable",N/A
3133,0516-UXRMT,Stayed,"Not Applicable",N/A
3134,2446-ZKVAF,Stayed,"Not Applicable",N/A
3135,2450-ZKEED,Stayed,"Not Applicable",N/A
3136,2451-YMUXS,Stayed,"Not Applicable",N/A
3137,2452-KDRRH,Stayed,"Not Applicable",N/A
3138,2452-MRMZF,Stayed,"Not Applicable",N/A
3139,2452-SNHFZ,Stayed,"Not Applicable",N/A
3140,2453-SAFNS,Stayed,"Not Applicable",N/A
3141,0519-DRGTI,Stayed,"Not Applicable",N/A
3142,2455-USLMV,Stayed,"Not Applicable",N/A
3143,2458-EOMRE,Stayed,"Not Applicable",N/A
3144,0523-VNGTF,Stayed,"Not Applicable",N/A
3145,2460-NGXBJ,Stayed,"Not Applicable",N/A
3146,0526-SXDJP,Stayed,"Not Applicable",N/A
3147,0530-IJVDB,Stayed,"Not Applicable",N/A
3148,2466-FCCPT,Stayed,"Not Applicable",N/A
3149,2466-NEJOJ,Stayed,"Not Applicable",N/A
3150,0531-XBKMM,Stayed,"Not Applicable",N/A
3151,2469-DTSGX,Stayed,"Not Applicable",N/A
3152,0531-ZZJWQ,Stayed,"Not Applicable",N/A
3153,0533-UCAAU,Stayed,"Not Applicable",N/A
3154,2474-LCNUE,Stayed,"Not Applicable",N/A
3155,2475-MROZF,Stayed,"Not Applicable",N/A
3156,2476-YGEFM,Stayed,"Not Applicable",N/A
3157,2478-EEWWM,Stayed,"Not Applicable",N/A
3158,0536-ACXIP,Stayed,"Not Applicable",N/A
3159,2480-EJWYP,Stayed,"Not Applicable",N/A
3160,0536-BGFMZ,Stayed,"Not Applicable",N/A
3161,2480-SQIOB,Stayed,"Not Applicable",N/A
3162,2481-SBOYW,Stayed,"Not Applicable",N/A
3163,0536-ESJEP,Stayed,"Not Applicable",N/A
3164,2483-XSSMZ,Stayed,"Not Applicable",N/A
3165,0537-QYZZN,Stayed,"Not Applicable",N/A
3166,0547-HURJB,Stayed,"Not Applicable",N/A
3167,2486-WYVVE,Stayed,"Not Applicable",N/A
3168,0549-CYCQN,Stayed,"Not Applicable",N/A
3169,2495-KZNFB,Stayed,"Not Applicable",N/A
3170,2495-TTHBQ,Stayed,"Not Applicable",N/A
3171,2498-XLDZR,Stayed,"Not Applicable",N/A
3172,2499-AJYUA,Stayed,"Not Applicable",N/A
3173,2501-XWWTZ,Stayed,"Not Applicable",N/A
3174,2504-DSHIH,Stayed,"Not Applicable",N/A
3175,0550-DCXLH,Stayed,"Not Applicable",N/A
3176,0556-FJEGU,Stayed,"Not Applicable",N/A
3177,2507-QZPQS,Stayed,"Not Applicable",N/A
3178,2509-TFPJU,Stayed,"Not Applicable",N/A
3179,2511-ALLCS,Stayed,"Not Applicable",N/A
3180,2511-MORQY,Stayed,"Not Applicable",N/A
3181,0557-ASKVU,Stayed,"Not Applicable",N/A
3182,0559-CKHUS,Stayed,"Not Applicable",N/A
3183,2516-XSJKX,Stayed,"Not Applicable",N/A
3184,2519-ERQOJ,Stayed,"Not Applicable",N/A
3185,0562-FGDCR,Stayed,"Not Applicable",N/A
3186,2519-LBNQL,Stayed,"Not Applicable",N/A
3187,2519-TWKFS,Stayed,"Not Applicable",N/A
3188,2520-SGTTA,Stayed,"Not Applicable",N/A
3189,2521-NPUZR,Stayed,"Not Applicable",N/A
3190,2522-AHJXR,Stayed,"Not Applicable",N/A
3191,2522-WLNSF,Stayed,"Not Applicable",N/A
3192,2523-EWWZL,Stayed,"Not Applicable",N/A
3193,2525-GVKQU,Stayed,"Not Applicable",N/A
3194,0562-HKHML,Stayed,"Not Applicable",N/A
3195,0562-KBDVM,Stayed,"Not Applicable",N/A
3196,2530-FMFXO,Stayed,"Not Applicable",N/A
3197,0564-MUUQK,Stayed,"Not Applicable",N/A
3198,2533-TIBIX,Stayed,"Not Applicable",N/A
3199,2535-PBCGC,Stayed,"Not Applicable",N/A
3200,0565-JUPYD,Stayed,"Not Applicable",N/A
3201,2541-YGPKE,Stayed,"Not Applicable",N/A
3202,0567-GGCAC,Stayed,"Not Applicable",N/A
