customer_id,"tenure (months)",offer,phone_service,multiple_lines,internet_service,internet_type
5956-VKDTT,5,"Offer E",Yes,Yes,Yes,"Fiber Optic"
5959-BELXA,32,"Offer C",Yes,Yes,Yes,"Fiber Optic"
5960-MVTUK,3,"Offer E",No,No,Yes,DSL
5960-WPXQM,1,None,Yes,No,Yes,"Fiber Optic"
5966-EMAZU,64,"Offer B",Yes,Yes,Yes,"Fiber Optic"
5968-HYJRZ,47,"Offer B",Yes,Yes,No,None
5968-VXZLG,2,None,Yes,No,Yes,DSL
5968-XQIVE,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
5970-GHJAW,46,"Offer B",Yes,No,No,None
5975-BAICR,36,None,Yes,No,Yes,DSL
5977-CKHON,43,"Offer B",Yes,Yes,Yes,"Fiber Optic"
5980-BDHPY,72,None,Yes,Yes,Yes,Cable
5980-NOPLP,44,None,Yes,Yes,Yes,"Fiber Optic"
5981-ITEMU,40,"Offer B",Yes,Yes,Yes,"Fiber Optic"
5982-FPVQN,37,None,Yes,Yes,Yes,"Fiber Optic"
5982-XMDEX,65,"Offer B",Yes,Yes,No,None
5985-TBABQ,32,"Offer C",Yes,Yes,Yes,DSL
5989-PGKJB,16,"Offer D",Yes,No,Yes,"Fiber Optic"
5993-BQHEA,12,None,Yes,No,No,None
5993-JSUWV,66,None,Yes,No,Yes,DSL
5996-DAOQL,1,"Offer E",Yes,No,No,None
5996-NRVXR,40,None,Yes,No,Yes,"Fiber Optic"
5998-DZLYR,61,"Offer B",Yes,Yes,Yes,"Fiber Optic"
5999-LCXAO,1,None,No,No,Yes,DSL
6000-APYLU,9,None,Yes,No,Yes,"Fiber Optic"
6007-TCTST,72,None,Yes,Yes,Yes,"Fiber Optic"
6010-DDPPW,70,"Offer A",Yes,Yes,No,None
6016-NXBNJ,35,None,Yes,No,No,None
6017-PPLPX,20,None,Yes,No,Yes,"Fiber Optic"
6022-KOUQO,2,"Offer E",No,No,Yes,Cable
6022-UGGSO,32,"Offer C",Yes,No,Yes,"Fiber Optic"
6023-YEBUP,3,"Offer E",Yes,Yes,Yes,Cable
6024-RUGGH,72,None,Yes,Yes,No,None
6029-CSMJE,17,None,No,No,Yes,Cable
6029-WTIPC,37,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6030-REHUX,28,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6032-IGALN,1,None,No,No,Yes,Cable
6032-KRXXO,30,None,Yes,No,Yes,"Fiber Optic"
6034-ZRYCV,72,"Offer A",No,No,Yes,Cable
6035-RIIOM,54,None,Yes,Yes,Yes,"Fiber Optic"
6047-SUHPR,39,None,Yes,No,Yes,DSL
6047-YHPVI,5,None,Yes,No,Yes,"Fiber Optic"
6048-NJXHX,41,"Offer B",Yes,No,No,None
6051-PTVNS,55,"Offer B",Yes,No,No,None
6061-PQHMK,25,None,Yes,No,No,None
6064-PUPMC,23,None,Yes,No,Yes,DSL
6067-NGCEU,65,None,Yes,Yes,Yes,"Fiber Optic"
6072-NUQCB,22,"Offer D",Yes,No,No,None
6075-QMNRR,52,"Offer B",Yes,No,Yes,DSL
6077-BDPXA,3,None,Yes,No,Yes,"Fiber Optic"
6078-VESFR,13,None,Yes,No,Yes,"Fiber Optic"
6080-LNESI,51,"Offer B",Yes,Yes,No,None
6082-OQFBA,23,"Offer D",Yes,No,No,None
6100-QQHEB,17,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6101-IMRMM,6,"Offer E",Yes,No,Yes,"Fiber Optic"
6103-BOCOU,26,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6103-LIANB,59,None,Yes,Yes,Yes,"Fiber Optic"
6103-QCKFX,44,"Offer B",Yes,No,Yes,DSL
6108-OQZDQ,4,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6110-OHIHY,3,"Offer E",Yes,No,Yes,"Fiber Optic"
6115-ZTBFQ,72,None,No,No,Yes,DSL
6119-SPUDB,46,"Offer B",No,No,Yes,DSL
6122-EFVKN,24,None,No,No,Yes,Cable
6122-LJADA,70,None,Yes,Yes,Yes,Cable
6127-ISGTU,16,None,Yes,Yes,Yes,"Fiber Optic"
6131-FOYAS,35,None,Yes,Yes,Yes,DSL
6131-IUNXN,19,None,Yes,No,No,None
6131-JLWZM,13,"Offer D",Yes,No,No,None
6133-OZILE,18,"Offer D",No,No,Yes,DSL
6139-ZZRBQ,64,None,Yes,No,No,None
6142-VSJQO,1,None,Yes,No,Yes,Cable
6143-JQKEA,10,None,Yes,No,Yes,Cable
6147-CBCRA,33,None,Yes,No,No,None
6152-ONASV,68,"Offer A",Yes,Yes,Yes,DSL
6156-UZDLF,26,"Offer C",Yes,No,Yes,"Fiber Optic"
6161-ERDGD,71,"Offer A",Yes,Yes,Yes,DSL
6164-HAQTX,71,None,No,No,Yes,DSL
6168-WFVVF,3,None,Yes,No,Yes,"Fiber Optic"
6169-PGNCD,57,None,Yes,No,Yes,DSL
6169-PPETC,35,None,Yes,No,No,None
6173-ITPWD,47,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6181-AXXYF,72,"Offer A",Yes,Yes,No,None
6188-UXBBR,38,"Offer C",Yes,No,No,None
6195-MELTI,57,None,Yes,No,Yes,DSL
6198-PNNSZ,56,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6198-RTPMF,17,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6198-ZFIOJ,5,None,Yes,Yes,Yes,"Fiber Optic"
6199-IPCAO,29,None,Yes,Yes,No,None
6202-DYYFX,22,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6202-JVYEU,9,None,Yes,No,No,None
6204-IEUXJ,3,"Offer E",Yes,No,Yes,"Fiber Optic"
6207-WIOLX,25,"Offer C",No,No,Yes,DSL
6210-KBBPI,9,None,Yes,Yes,Yes,"Fiber Optic"
6211-WHMYA,64,None,No,No,Yes,DSL
6217-KDYWC,57,None,Yes,No,No,None
6221-AVQYL,2,None,Yes,Yes,Yes,"Fiber Optic"
6227-HWPWX,15,"Offer D",Yes,No,Yes,"Fiber Optic"
6229-LSCKB,6,"Offer E",Yes,No,Yes,"Fiber Optic"
6229-UOLQL,56,"Offer B",No,No,Yes,Cable
6231-WFGFH,4,None,Yes,No,No,None
6233-HXJMX,45,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6234-PFPXL,22,None,Yes,Yes,Yes,"Fiber Optic"
6234-RAAPL,72,None,Yes,Yes,Yes,"Fiber Optic"
6242-FEGFD,66,None,Yes,Yes,Yes,"Fiber Optic"
6243-OZGFH,23,None,No,No,Yes,DSL
6244-BESBM,69,None,Yes,No,Yes,"Fiber Optic"
6248-TKCQV,70,None,Yes,Yes,Yes,DSL
6253-WRFHY,13,None,Yes,No,Yes,DSL
6257-RJOHI,4,"Offer E",Yes,No,Yes,DSL
6258-NGCNG,7,"Offer E",Yes,Yes,No,None
6260-XLACS,4,None,Yes,No,No,None
6261-LHRTG,26,None,Yes,No,Yes,Cable
6265-FRMTQ,31,None,Yes,No,No,None
6265-SXWBU,69,None,Yes,Yes,Yes,"Fiber Optic"
6283-GITPX,71,"Offer A",Yes,No,Yes,DSL
6284-AHOOQ,22,None,Yes,Yes,Yes,"Fiber Optic"
6285-FTQBF,72,"Offer A",Yes,Yes,No,None
6286-ZHAOK,20,"Offer D",Yes,Yes,No,None
6288-CHQJB,54,"Offer B",Yes,No,Yes,DSL
6292-TOSSS,50,"Offer B",Yes,Yes,No,None
6298-QDFNH,22,None,Yes,Yes,Yes,"Fiber Optic"
6300-BWMJX,59,None,Yes,Yes,Yes,"Fiber Optic"
6302-JGYRJ,31,None,Yes,Yes,Yes,DSL
6303-KFWSL,29,None,Yes,Yes,Yes,DSL
6304-IJFSQ,3,None,Yes,No,Yes,Cable
6313-GIDIT,53,None,No,No,Yes,DSL
6317-YPKDH,1,"Offer E",No,No,Yes,DSL
6319-IEJWJ,20,None,Yes,No,Yes,"Fiber Optic"
6319-QSUSR,11,"Offer D",Yes,No,No,None
6322-HRPFA,49,"Offer B",Yes,No,Yes,Cable
6322-PJJDJ,49,"Offer B",Yes,No,Yes,"Fiber Optic"
6323-AYBRX,59,None,Yes,No,No,None
6332-FBZRI,67,None,Yes,Yes,Yes,DSL
6333-YDVLT,65,None,Yes,Yes,Yes,"Fiber Optic"
6339-RZCBJ,48,None,Yes,No,Yes,DSL
6339-YPSAH,9,None,Yes,No,Yes,"Fiber Optic"
6340-DACFT,50,None,Yes,No,No,None
6341-AEVKX,62,"Offer B",Yes,No,Yes,"Fiber Optic"
6345-FZOQH,69,"Offer A",Yes,No,No,None
6345-ULYRW,44,None,Yes,Yes,Yes,Cable
6350-XFYGW,4,None,Yes,No,Yes,"Fiber Optic"
6352-GIGGQ,67,"Offer A",Yes,Yes,Yes,DSL
6352-TWCAU,35,None,Yes,Yes,Yes,"Fiber Optic"
6353-BRMMA,54,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6356-ELRKD,1,None,Yes,No,Yes,"Fiber Optic"
6358-LYNGM,1,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6360-SVNWV,31,None,Yes,No,Yes,"Fiber Optic"
6362-QHAFM,42,None,Yes,Yes,Yes,"Fiber Optic"
6365-HITVU,71,None,Yes,No,Yes,Cable
6365-MTGZX,24,None,Yes,No,Yes,"Fiber Optic"
6366-XIVKZ,13,None,Yes,No,Yes,Cable
6369-MCAKO,68,"Offer A",Yes,Yes,Yes,DSL
6370-ZVHDV,61,"Offer B",Yes,Yes,No,None
6371-NZYEG,16,None,Yes,No,Yes,DSL
6376-GAHQE,4,"Offer E",Yes,No,Yes,"Fiber Optic"
6377-WHAOX,60,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6384-VMJHP,72,"Offer A",Yes,No,Yes,Cable
6388-TABGU,62,"Offer B",Yes,No,Yes,DSL
6390-DSAZX,1,None,Yes,No,Yes,"Fiber Optic"
6394-HHHZM,3,"Offer E",Yes,No,No,None
6407-GSJNL,51,"Offer B",Yes,Yes,No,None
6407-UTSLV,2,None,Yes,No,Yes,"Fiber Optic"
6408-WHTEF,72,None,Yes,Yes,Yes,DSL
6410-LEFEN,9,None,Yes,No,Yes,DSL
6416-TVAIH,1,"Offer E",Yes,No,Yes,"Fiber Optic"
6416-YJTTB,11,"Offer D",Yes,No,Yes,"Fiber Optic"
6427-FEFIG,24,"Offer C",Yes,Yes,Yes,DSL
6429-SHBCB,19,"Offer D",Yes,Yes,Yes,DSL
6434-TTGJP,10,"Offer D",No,No,Yes,Cable
6435-VWCCY,65,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6437-UDQJM,72,None,Yes,Yes,Yes,DSL
6437-UKHMV,7,None,Yes,No,Yes,"Fiber Optic"
6439-GTPCA,45,None,Yes,Yes,Yes,Cable
6439-LAJXL,9,"Offer E",Yes,No,Yes,DSL
6439-PKTRR,70,"Offer A",Yes,Yes,Yes,Cable
6447-EGDIV,31,None,Yes,No,No,None
6447-GORXK,31,"Offer C",No,No,Yes,Cable
6457-USBER,1,None,Yes,No,Yes,"Fiber Optic"
6458-CYIDZ,5,"Offer E",Yes,No,Yes,"Fiber Optic"
6461-PPAXN,35,None,Yes,No,Yes,Cable
6461-SZMCV,71,None,Yes,Yes,Yes,DSL
6473-ULUHT,16,"Offer D",Yes,Yes,Yes,DSL
6474-FVJLC,2,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6476-EPYZR,12,None,Yes,No,No,None
6476-YHMGA,15,None,Yes,No,Yes,DSL
6478-HRRCZ,32,None,Yes,No,Yes,DSL
6479-SZPLM,36,None,Yes,No,No,None
6481-ESCNL,29,None,Yes,Yes,Yes,"Fiber Optic"
6481-LXPWL,56,None,No,No,Yes,DSL
6483-OATDN,8,None,Yes,No,Yes,DSL
6484-LATFU,68,None,Yes,Yes,No,None
6485-QXWWE,62,"Offer B",Yes,Yes,No,None
6490-FGZAT,6,"Offer E",Yes,No,No,None
6497-TILVL,7,None,Yes,No,Yes,DSL
6502-HCJTI,7,None,Yes,Yes,Yes,"Fiber Optic"
6502-MJQAE,1,None,Yes,No,Yes,"Fiber Optic"
6505-OZNPG,6,None,No,No,Yes,Cable
6506-EYCNH,28,None,Yes,No,No,None
6509-TSGWN,37,None,Yes,Yes,No,None
6510-UPNKS,23,None,Yes,Yes,No,None
6516-NKQBO,38,None,Yes,No,Yes,Cable
6518-KZXCB,22,"Offer D",Yes,Yes,No,None
6518-LGAOV,38,None,Yes,Yes,Yes,"Fiber Optic"
6519-CFDBX,2,None,Yes,No,Yes,Cable
6527-PZFPV,24,"Offer C",Yes,No,No,None
6537-OTKMY,15,"Offer D",No,No,Yes,DSL
6537-QLGEX,16,None,No,No,Yes,DSL
6538-POCHL,33,"Offer C",Yes,No,Yes,"Fiber Optic"
6549-BTYPG,60,None,No,No,Yes,DSL
6549-NNDYT,13,None,No,No,Yes,Cable
6549-YMFAW,9,None,Yes,No,No,None
6551-GNYDG,14,None,Yes,No,Yes,"Fiber Optic"
6551-VLJMV,34,"Offer C",Yes,No,No,None
6557-BZXLQ,16,"Offer D",Yes,No,Yes,"Fiber Optic"
6559-ILWKJ,71,None,No,No,Yes,Cable
6563-VNPMN,45,None,Yes,No,Yes,"Fiber Optic"
6567-HOOPW,1,None,Yes,No,Yes,"Fiber Optic"
6568-POCUI,45,None,Yes,No,Yes,"Fiber Optic"
6572-ADKRS,46,"Offer B",Yes,No,Yes,"Fiber Optic"
6576-FBXOJ,17,"Offer D",No,No,Yes,DSL
6578-KRMAW,32,None,Yes,No,Yes,"Fiber Optic"
6579-JPICP,1,None,Yes,No,No,None
6581-NQCBA,16,"Offer D",No,No,Yes,DSL
6583-KQJLK,15,"Offer D",Yes,No,Yes,"Fiber Optic"
6583-QGCSI,50,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6585-WCEWR,72,None,Yes,No,No,None
6586-PSJOX,15,"Offer D",Yes,No,Yes,DSL
6595-YGXIT,25,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6598-KELSS,50,"Offer B",No,No,Yes,DSL
6598-RFFVI,2,None,Yes,No,No,None
6599-CEBNN,34,"Offer C",Yes,No,Yes,"Fiber Optic"
6608-QQLVK,1,None,Yes,No,Yes,DSL
6614-VBEGU,24,"Offer C",Yes,No,Yes,DSL
6615-NGGZJ,14,None,Yes,Yes,Yes,"Fiber Optic"
6620-HVDUJ,24,"Offer C",Yes,No,Yes,DSL
6621-NRZAK,63,"Offer B",Yes,No,No,None
6624-JDRDS,6,"Offer E",No,No,Yes,Cable
6625-IUTTT,67,"Offer A",Yes,No,Yes,Cable
6625-UTXEW,12,"Offer D",Yes,No,Yes,Cable
6629-LADHQ,2,"Offer E",Yes,No,Yes,DSL
6637-KYRCV,5,None,No,No,Yes,DSL
6645-MXQJT,2,"Offer E",Yes,No,Yes,"Fiber Optic"
6646-JPPHA,14,None,Yes,No,Yes,"Fiber Optic"
6646-QVXLR,62,None,Yes,Yes,Yes,"Fiber Optic"
6646-VRFOL,53,None,Yes,Yes,Yes,"Fiber Optic"
6647-ZEDXT,30,None,Yes,Yes,Yes,"Fiber Optic"
6651-RLGGM,67,"Offer A",Yes,Yes,No,None
6652-YFFJO,11,"Offer D",Yes,No,Yes,Cable
6655-LHBYW,50,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6661-EIPZC,48,None,No,No,Yes,DSL
6661-HBGWL,42,None,Yes,Yes,Yes,"Fiber Optic"
6664-FPDAC,56,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6681-ZSEXG,56,"Offer B",Yes,Yes,Yes,DSL
6682-VCIXC,43,"Offer B",No,No,Yes,Cable
6685-GBWJZ,63,None,Yes,No,Yes,Cable
6685-XSHHU,60,None,Yes,No,No,None
6686-YPGHK,47,None,Yes,No,Yes,"Fiber Optic"
6689-TCZHQ,5,"Offer E",Yes,No,Yes,"Fiber Optic"
6689-VRRTK,44,None,Yes,Yes,Yes,"Fiber Optic"
6691-CCIHA,62,"Offer B",Yes,Yes,Yes,Cable
6692-UDPJC,14,None,Yes,Yes,Yes,"Fiber Optic"
6693-DJWTY,35,None,Yes,No,Yes,DSL
6696-YDAYZ,16,"Offer D",Yes,No,No,None
6702-OHFWR,1,"Offer E",No,No,Yes,DSL
6705-LNMDD,20,"Offer D",Yes,No,Yes,DSL
6710-HSJRD,61,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6711-VTNRE,36,None,Yes,No,Yes,"Fiber Optic"
6713-OKOMC,10,"Offer D",No,No,Yes,DSL
6719-FGEDO,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6723-WSNTY,66,None,Yes,Yes,Yes,"Fiber Optic"
6727-IOTLZ,14,"Offer D",Yes,No,Yes,Cable
6728-CZFEI,15,None,Yes,No,Yes,DSL
6728-DKUCO,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6728-VOIFY,63,"Offer B",Yes,No,Yes,"Fiber Optic"
6729-GDNGC,20,None,Yes,No,Yes,"Fiber Optic"
6732-FZUGP,47,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6733-LRIZX,35,None,Yes,Yes,Yes,"Fiber Optic"
6734-CKRSM,3,None,Yes,No,No,None
6734-GMPVK,5,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6734-PSBAW,72,"Offer A",Yes,Yes,No,None
6736-DHUQI,67,None,Yes,No,Yes,"Fiber Optic"
6741-EGCBI,30,None,Yes,Yes,Yes,"Fiber Optic"
6749-UTDVX,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6752-APNJL,42,None,Yes,No,Yes,DSL
6754-LZUKA,61,None,Yes,Yes,Yes,DSL
6762-NSODU,46,None,Yes,No,No,None
6762-QVYJO,58,"Offer B",No,No,Yes,DSL
6765-MBQNU,26,None,Yes,Yes,No,None
6766-HFKLA,56,None,Yes,Yes,Yes,"Fiber Optic"
6769-DCQLI,52,None,Yes,No,Yes,"Fiber Optic"
6769-DYBQN,46,None,Yes,No,Yes,"Fiber Optic"
6770-UAYGJ,49,None,Yes,Yes,No,None
6770-XUAGN,1,"Offer E",Yes,No,No,None
6771-XWBDM,57,None,Yes,Yes,Yes,"Fiber Optic"
6778-EICRF,24,None,Yes,Yes,Yes,Cable
6778-JFCMK,24,"Offer C",No,No,Yes,DSL
6784-XYJAE,36,None,Yes,Yes,Yes,DSL
6794-HKIAJ,62,None,Yes,Yes,Yes,"Fiber Optic"
6797-UCJHZ,66,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6817-WTYHE,2,None,Yes,No,Yes,DSL
6821-BUXUX,13,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6823-SIDFQ,28,"Offer C",Yes,No,No,None
6825-UYPFK,23,"Offer D",Yes,Yes,Yes,"Fiber Optic"
6833-JMZYP,15,None,Yes,No,Yes,"Fiber Optic"
6837-HAEVO,69,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6839-ITVZJ,26,None,Yes,Yes,Yes,DSL
6847-KJLTS,58,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6848-HJTXY,64,"Offer B",Yes,No,No,None
6848-YLDFR,58,None,Yes,No,Yes,DSL
6849-OYAMU,19,None,Yes,No,Yes,"Fiber Optic"
6854-EXGSF,8,"Offer E",Yes,Yes,Yes,DSL
6855-VLGOS,72,None,Yes,No,No,None
6856-RAURS,2,None,Yes,Yes,Yes,"Fiber Optic"
6857-TKDJV,67,None,Yes,Yes,No,None
6857-VWJDT,1,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6861-OKBCE,11,"Offer D",Yes,No,No,None
6861-XWTWQ,7,None,Yes,Yes,Yes,"Fiber Optic"
6865-JZNKO,30,None,Yes,No,Yes,Cable
6869-FGJJC,68,None,Yes,No,Yes,"Fiber Optic"
6870-ECSHE,2,None,Yes,No,No,None
6870-ZWMNX,70,"Offer A",Yes,Yes,Yes,DSL
6877-TJMBR,1,"Offer E",Yes,No,Yes,"Fiber Optic"
6885-PKOAM,71,None,Yes,Yes,Yes,Cable
6888-SBYAI,1,"Offer E",Yes,No,Yes,Cable
6890-PFRQX,18,None,Yes,Yes,Yes,DSL
6891-JPYFF,48,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6892-BOGQE,71,"Offer A",Yes,No,No,None
6892-EZDTG,4,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6892-XPFPU,24,"Offer C",Yes,Yes,Yes,"Fiber Optic"
6896-SRVYQ,44,"Offer B",Yes,No,Yes,"Fiber Optic"
6897-RWMUB,61,None,Yes,No,Yes,DSL
6897-UUBNU,29,None,Yes,No,Yes,"Fiber Optic"
6899-PPEEA,37,None,Yes,Yes,Yes,"Fiber Optic"
6900-RBKER,52,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6906-MPARY,40,"Offer B",Yes,No,Yes,"Fiber Optic"
6907-FLBER,1,"Offer E",Yes,Yes,Yes,DSL
6907-NZZIJ,36,None,Yes,Yes,Yes,"Fiber Optic"
6908-VVYHM,65,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6917-FIJHC,72,"Offer A",Yes,Yes,No,None
6917-YACBP,59,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6922-NCEDI,56,"Offer B",Yes,No,No,None
6923-JHPMP,2,None,Yes,No,Yes,"Fiber Optic"
6924-TDGMT,11,None,Yes,No,No,None
6933-FHBZC,26,"Offer C",Yes,No,Yes,Cable
6937-GCDGQ,19,"Offer D",Yes,No,Yes,Cable
6941-KXRRV,48,None,Yes,No,Yes,DSL
6941-PMGEP,5,"Offer E",Yes,No,Yes,"Fiber Optic"
6950-TWMYB,54,"Offer B",Yes,No,Yes,"Fiber Optic"
6952-OMNWB,68,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6953-PBDIN,70,"Offer A",Yes,Yes,Yes,DSL
6954-OOYZZ,18,"Offer D",Yes,No,Yes,DSL
6960-HVYXR,1,None,Yes,Yes,Yes,"Fiber Optic"
6961-MJKBO,47,None,Yes,No,No,None
6961-VCPMC,46,"Offer B",Yes,No,Yes,"Fiber Optic"
6963-KQYQB,70,"Offer A",Yes,Yes,No,None
6967-PEJLL,37,"Offer C",No,No,Yes,Cable
6967-QIQRV,15,None,Yes,No,Yes,"Fiber Optic"
6968-MHOMU,58,None,No,No,Yes,Cable
6969-MVBAI,9,"Offer E",Yes,Yes,Yes,"Fiber Optic"
6972-SNKKW,6,None,Yes,No,No,None
6976-BWGLQ,72,"Offer A",Yes,Yes,No,None
6979-TNDEU,8,None,Yes,No,No,None
6981-TDRFT,44,None,No,No,Yes,DSL
6982-SSHFK,1,"Offer E",Yes,No,Yes,DSL
6986-IXNDM,14,"Offer D",Yes,No,Yes,"Fiber Optic"
6988-CJEYV,49,"Offer B",Yes,Yes,Yes,"Fiber Optic"
6990-YNRIO,65,None,Yes,Yes,Yes,"Fiber Optic"
6993-OHLXR,2,None,Yes,No,Yes,"Fiber Optic"
6993-YCOBK,60,None,Yes,Yes,Yes,"Fiber Optic"
6993-YGFJV,69,"Offer A",Yes,Yes,Yes,"Fiber Optic"
6994-ORCWG,14,"Offer D",Yes,Yes,Yes,DSL
6996-KNSML,1,None,Yes,No,Yes,"Fiber Optic"
7005-CYUIL,71,"Offer A",Yes,No,Yes,"Fiber Optic"
7009-LGECI,4,None,Yes,No,Yes,DSL
7009-PCARS,55,"Offer B",Yes,No,No,None
7011-CVEUC,25,None,Yes,No,Yes,"Fiber Optic"
7014-ZZXAW,71,None,Yes,Yes,No,None
7017-VFHAY,61,"Offer B",Yes,Yes,Yes,"Fiber Optic"
7018-FPXHH,56,"Offer B",Yes,No,Yes,DSL
7018-WBJNK,13,"Offer D",Yes,No,Yes,"Fiber Optic"
7024-OHCCK,2,None,Yes,Yes,Yes,"Fiber Optic"
7025-IWFHT,41,"Offer B",Yes,No,Yes,"Fiber Optic"
7026-YMSBE,30,None,Yes,No,No,None
7029-IJEJK,54,None,No,No,Yes,DSL
7029-RPUAV,17,None,Yes,Yes,Yes,Cable
7033-CLAMM,48,"Offer B",Yes,No,No,None
7047-YXDMZ,21,"Offer D",Yes,No,No,None
7048-GXDAY,39,"Offer C",Yes,Yes,Yes,"Fiber Optic"
7049-GKVZY,17,None,Yes,No,Yes,Cable
7054-ENNGU,9,None,Yes,No,Yes,Cable
7055-HNEOJ,3,"Offer E",Yes,No,Yes,Cable
7064-JHXCE,62,"Offer B",Yes,No,No,None
7067-KSAZT,65,None,Yes,Yes,Yes,"Fiber Optic"
7073-QETQY,66,"Offer A",Yes,No,No,None
7074-IEVOJ,3,None,Yes,Yes,Yes,"Fiber Optic"
7074-STDCN,39,"Offer C",No,No,Yes,Cable
7077-XJMET,12,None,Yes,No,Yes,DSL
7078-NVFAM,32,None,No,No,Yes,Cable
7088-FBAWU,17,"Offer D",Yes,No,Yes,DSL
7094-MSZAO,10,None,Yes,No,No,None
7096-ZNBZI,72,"Offer A",Yes,Yes,No,None
7100-FQPRV,43,"Offer B",Yes,Yes,Yes,DSL
7101-HRBLJ,72,None,Yes,No,Yes,Cable
7102-JJVTX,9,"Offer E",Yes,No,Yes,DSL
7103-IPXPJ,50,"Offer B",Yes,Yes,Yes,"Fiber Optic"
7103-ZGVNT,69,"Offer A",Yes,Yes,Yes,Cable
7107-UBYKY,35,"Offer C",Yes,Yes,No,None
7109-CQYUZ,52,None,Yes,Yes,Yes,DSL
7112-OPOTK,33,None,Yes,No,Yes,"Fiber Optic"
7113-HIPFI,66,"Offer A",Yes,No,Yes,Cable
7115-IRDHS,72,None,Yes,Yes,No,None
7123-WQUHX,38,"Offer C",Yes,Yes,Yes,"Fiber Optic"
7126-RBHSD,17,"Offer D",Yes,Yes,Yes,"Fiber Optic"
7129-ACFOG,5,None,Yes,Yes,Yes,Cable
7129-AZJDE,34,"Offer C",Yes,No,Yes,"Fiber Optic"
7130-CTCUS,16,None,Yes,No,Yes,DSL
7130-VTEWQ,8,None,Yes,Yes,Yes,"Fiber Optic"
7130-YXBRO,48,"Offer B",Yes,Yes,Yes,"Fiber Optic"
7134-HBPBS,72,"Offer A",Yes,Yes,Yes,"Fiber Optic"
7137-NAXML,23,"Offer D",Yes,No,No,None
7137-RYLPP,37,"Offer C",Yes,Yes,Yes,"Fiber Optic"
7139-JZFVG,60,None,Yes,No,Yes,DSL
7140-ADSMJ,8,"Offer E",Yes,No,No,None
7143-BQIBA,10,"Offer D",Yes,No,Yes,DSL
7145-FEJWU,12,None,Yes,Yes,Yes,"Fiber Optic"
7153-CHRBV,57,"Offer B",Yes,No,Yes,Cable
7156-MHUGY,13,None,Yes,No,Yes,"Fiber Optic"
7156-MXBJE,43,None,Yes,Yes,Yes,DSL
7159-FVYPK,3,None,Yes,Yes,Yes,DSL
7159-NOKYQ,67,"Offer A",Yes,Yes,Yes,"Fiber Optic"
7163-OCEQI,22,None,Yes,Yes,Yes,DSL
7164-BPTUT,57,"Offer B",Yes,Yes,Yes,Cable
7175-NTIXE,25,None,Yes,No,Yes,DSL
7181-BQYBV,1,None,Yes,Yes,Yes,"Fiber Optic"
7182-OVLBJ,62,None,Yes,Yes,Yes,"Fiber Optic"
7188-CBBBA,65,None,Yes,Yes,Yes,"Fiber Optic"
7191-ADRGF,44,None,No,No,Yes,Cable
7197-VOJMM,67,None,Yes,No,Yes,DSL
7203-OYKCT,72,None,Yes,Yes,Yes,"Fiber Optic"
7206-GZCDC,1,"Offer E",Yes,No,Yes,Cable
7207-RMRDB,65,None,Yes,Yes,Yes,"Fiber Optic"
7216-EWTRS,1,None,Yes,Yes,Yes,"Fiber Optic"
7216-KAOID,41,"Offer B",Yes,No,No,None
7218-HKQFK,2,None,Yes,No,Yes,"Fiber Optic"
7225-CBZPL,17,None,Yes,Yes,Yes,"Fiber Optic"
